Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,379,Human Resources,21,3,Other,1,361,3,Female,45,1,5,Manager,4,Single,13371,4269,5,Y,Yes,14,3,4,80,3,23,5,2,29,7,7,7
50,No,Travel_Rarely,878,Sales,4,5,Human Resources,1,362,3,Male,68,1,5,Sales Executive,4,Divorced,4088,2595,3,Y,No,11,4,1,80,3,22,2,4,4,11,10,1
25,No,Travel_Rarely,812,Sales,23,4,Life Sciences,1,363,3,Female,75,2,2,Sales Representative,1,Married,18452,25106,9,Y,No,23,3,3,80,0,23,4,3,21,15,9,8
60,No,Travel_Frequently,1182,Sales,3,5,Medical,1,364,1,Male,62,1,2,Sales Executive,2,Single,7321,14370,4,Y,No,23,3,3,80,1,20,1,2,16,2,12,7
29,No,Travel_Rarely,1467,Research & Development,7,5,Life Sciences,1,365,2,Male,56,1,1,Research Scientist,2,Married,16248,18527,1,Y,No,17,3,4,80,0,12,1,2,26,16,0,3
19,No,Travel_Rarely,367,Research & Development,12,1,Marketing,1,366,1,Male,47,3,4,Laboratory Technician,4,Married,7299,8974,2,Y,No,19,4,2,80,3,20,4,1,20,3,1,10
32,No,Travel_Rarely,262,Research & Development,21,4,Marketing,1,367,2,Female,59,4,5,Laboratory Technician,4,Divorced,16027,3377,8,Y,No,14,3,4,80,0,21,6,1,40,1,15,7
50,No,Travel_Rarely,878,Research & Development,2,4,Life Sciences,1,368,3,Female,47,1,2,Research Scientist,3,Divorced,9634,24329,5,Y,No,11,3,3,80,2,0,2,3,40,3,6,15
22,Yes,Travel_Rarely,1432,Research & Development,8,5,Technical Degree,1,369,2,Male,51,3,4,Research Scientist,1,Single,2195,18492,5,Y,Yes,18,4,3,80,1,29,0,2,11,1,13,0
21,No,Travel_Rarely,323,Research & Development,10,2,Life Sciences,1,370,3,Male,43,3,2,Healthcare Representative,4,Married,4625,19814,6,Y,Yes,13,3,3,80,2,18,0,1,1,18,13,12
54,No,Non-Travel,783,Research & Development,22,5,Other,1,371,2,Male,56,3,5,Research Director,3,Single,13988,15378,1,Y,No,23,3,1,80,3,12,3,2,20,5,1,10
43,No,Travel_Rarely,671,Sales,28,3,Other,1,372,3,Female,74,4,2,Sales Representative,2,Divorced,4674,12164,0,Y,No,15,4,2,80,1,1,5,2,24,14,11,4
32,No,Travel_Rarely,546,Research & Development,18,2,Other,1,373,2,Female,56,4,1,Healthcare Representative,2,Single,6237,12611,4,Y,No,22,3,3,80,0,12,4,4,30,3,2,6
50,No,Travel_Rarely,1030,Research & Development,15,1,Life Sciences,1,374,2,Female,40,2,5,Laboratory Technician,2,Married,11297,21073,9,Y,Yes,14,3,2,80,2,16,1,1,21,10,2,15
54,No,Travel_Rarely,515,Sales,10,2,Human Resources,1,375,1,Male,86,4,5,Sales Representative,2,Married,5814,7754,1,Y,Yes,12,4,1,80,2,34,5,2,24,8,3,6
33,Yes,Travel_Rarely,791,Sales,24,5,Technical Degree,1,376,3,Female,60,1,2,Manager,4,Married,3456,10592,7,Y,No,19,3,3,80,0,26,1,1,0,12,12,11
42,No,Travel_Rarely,1283,Human Resources,4,4,Human Resources,1,377,4,Male,71,4,5,Manager,4,Married,12865,9751,9,Y,No,13,3,2,80,0,17,3,1,31,18,1,9
18,No,Travel_Rarely,632,Research & Development,4,4,Other,1,378,3,Male,67,1,2,Manufacturing Director,1,Married,14091,15089,0,Y,No,16,3,4,80,2,5,5,3,13,12,10,16
31,No,Travel_Rarely,131,Research & Development,6,5,Technical Degree,1,379,3,Male,65,1,2,Laboratory Technician,4,Married,14930,26194,1,Y,No,15,4,3,80,2,11,5,1,15,13,6,11
43,No,Travel_Rarely,1339,Research & Development,8,2,Life Sciences,1,380,4,Male,61,1,3,Research Scientist,2,Single,18935,25076,8,Y,No,24,4,2,80,0,37,4,3,17,4,4,15
26,Yes,Non-Travel,485,Research & Development,14,4,Other,1,381,1,Male,83,1,4,Research Scientist,4,Married,3373,15662,1,Y,No,18,3,1,80,2,5,2,4,2,2,3,16
60,No,Travel_Rarely,1182,Human Resources,28,2,Marketing,1,382,4,Female,90,2,2,Human Resources,4,Married,9114,7079,7,Y,No,21,3,1,80,1,25,5,2,20,1,5,2
59,Yes,Travel_Rarely,1168,Research & Development,19,5,Human Resources,1,383,1,Male,94,3,4,Manager,3,Married,5452,25515,7,Y,Yes,19,3,3,80,0,21,2,1,15,5,5,15
29,No,Non-Travel,837,Research & Development,12,3,Other,1,384,3,Female,61,3,4,Research Director,3,Married,18121,9891,3,Y,No,24,3,2,80,2,8,2,4,9,10,5,17
35,No,Travel_Frequently,224,Research & Development,7,5,Life Sciences,1,385,4,Female,54,1,1,Manufacturing Director,3,Single,11260,10968,2,Y,No,17,3,3,80,2,35,3,4,10,1,8,0
26,Yes,Travel_Rarely,1430,Human Resources,19,4,Human Resources,1,386,4,Male,35,2,5,Manager,4,Divorced,2876,24150,5,Y,No,23,3,3,80,0,16,4,4,1,4,15,8
39,No,Travel_Frequently,1053,Research & Development,8,4,Life Sciences,1,387,2,Male,61,1,1,Research Scientist,2,Single,14153,8652,5,Y,No,24,3,2,80,2,27,1,4,36,11,7,4
23,No,Travel_Rarely,695,Human Resources,29,5,Medical,1,388,4,Female,100,1,3,Human Resources,3,Married,1824,13597,8,Y,Yes,24,3,4,80,0,3,6,4,12,16,2,17
34,No,Travel_Rarely,1295,Sales,14,4,Medical,1,389,3,Male,48,3,3,Sales Representative,4,Single,6215,24927,5,Y,No,21,3,3,80,2,39,6,3,35,18,9,6
41,No,Travel_Frequently,1203,Research & Development,16,2,Human Resources,1,390,1,Male,89,3,3,Healthcare Representative,4,Married,14708,10011,9,Y,No,25,3,4,80,3,0,1,4,34,4,13,3
44,No,Travel_Frequently,1164,Research & Development,27,3,Life Sciences,1,391,1,Male,83,1,1,Research Director,1,Married,10618,17643,2,Y,Yes,22,3,4,80,3,12,1,2,18,1,9,1
43,No,Travel_Rarely,336,Sales,9,3,Human Resources,1,392,4,Female,76,2,2,Manager,2,Married,15461,3022,2,Y,No,15,3,4,80,1,37,0,4,33,10,8,14
27,No,Travel_Rarely,986,Research & Development,14,1,Medical,1,393,4,Female,70,4,1,Laboratory Technician,3,Single,11856,26890,2,Y,Yes,13,4,1,80,1,26,2,1,8,17,10,1
52,No,Travel_Rarely,501,Research & Development,16,3,Technical Degree,1,394,4,Female,83,3,5,Healthcare Representative,3,Divorced,17019,12528,6,Y,No,14,4,3,80,0,27,1,4,7,7,14,5
47,No,Travel_Rarely,211,Sales,8,3,Life Sciences,1,395,2,Female,36,1,1,Sales Executive,3,Married,11692,18788,0,Y,No,19,3,1,80,3,12,6,2,36,17,1,9
50,No,Non-Travel,574,Research & Development,2,2,Marketing,1,396,2,Male,39,4,3,Laboratory Technician,4,Divorced,2088,14561,8,Y,Yes,13,3,4,80,1,31,6,2,26,14,15,0
38,No,Travel_Rarely,247,Research & Development,9,1,Technical Degree,1,397,4,Female,43,1,2,Research Director,3,Married,2362,12902,7,Y,No,14,3,3,80,3,38,5,3,28,17,14,3
56,No,Travel_Rarely,249,Sales,4,3,Other,1,398,1,Female,84,2,1,Sales Executive,3,Married,15763,12214,9,Y,No,20,3,2,80,3,25,1,1,37,18,15,17
34,No,Travel_Rarely,1118,Research & Development,20,3,Human Resources,1,399,4,Male,60,3,2,Healthcare Representative,4,Divorced,1742,2536,9,Y,No,15,3,3,80,1,8,4,4,0,2,7,8
52,No,Travel_Rarely,803,Research & Development,1,1,Other,1,400,3,Female,44,3,5,Healthcare Representative,1,Single,8159,9004,0,Y,No,21,3,3,80,2,37,3,3,7,7,13,5
26,No,Travel_Rarely,658,Sales,10,4,Technical Degree,1,401,3,Female,33,1,3,Sales Representative,3,Married,1314,11574,7,Y,Yes,25,3,3,80,1,0,1,1,39,0,1,15
28,No,Non-Travel,370,Research & Development,26,1,Medical,1,402,2,Male,64,4,5,Laboratory Technician,2,Married,6769,11287,5,Y,No,12,3,3,80,2,36,3,4,5,0,6,1
40,No,Travel_Rarely,1179,Research & Development,17,1,Medical,1,403,4,Male,58,1,5,Research Scientist,4,Married,12311,8906,7,Y,No,20,3,4,80,0,0,1,1,18,9,14,4
41,No,Travel_Rarely,988,Sales,20,3,Human Resources,1,404,3,Male,42,3,3,Sales Representative,3,Single,4294,18094,8,Y,Yes,23,3,4,80,3,2,6,4,0,12,4,15
50,No,Travel_Rarely,920,Human Resources,20,2,Technical Degree,1,405,1,Female,31,2,5,Manager,3,Married,9860,22744,5,Y,No,13,3,2,80,0,1,1,4,13,16,12,13
30,No,Travel_Rarely,367,Research & Development,9,5,Human Resources,1,406,3,Male,83,4,2,Manager,4,Married,19924,24292,0,Y,Yes,22,3,4,80,2,7,2,3,7,2,5,7
55,No,Travel_Rarely,274,Sales,19,1,Marketing,1,407,4,Male,85,4,3,Sales Representative,1,Married,2347,26309,8,Y,Yes,18,4,1,80,3,29,1,3,10,0,9,17
32,Yes,Travel_Rarely,274,Research & Development,7,2,Marketing,1,408,1,Female,47,4,4,Research Scientist,3,Single,2218,18274,4,Y,No,20,3,2,80,3,16,3,4,33,1,10,10
40,No,Travel_Rarely,137,Sales,19,4,Other,1,409,3,Female,65,4,3,Sales Executive,4,Married,6160,12330,4,Y,No,11,3,1,80,3,3,4,4,11,17,14,13
58,No,Travel_Rarely,1456,Human Resources,20,2,Other,1,410,1,Female,47,3,5,Manager,4,Divorced,16714,18187,5,Y,No,17,3,4,80,2,13,6,3,33,12,5,17
41,Yes,Travel_Frequently,616,Research & Development,26,5,Medical,1,411,3,Female,59,1,1,Research Scientist,1,Single,8715,5391,9,Y,No,16,3,1,80,3,40,2,1,36,9,12,9
47,No,Travel_Rarely,1022,Research & Development,27,4,Technical Degree,1,412,4,Male,37,3,3,Healthcare Representative,4,Married,13153,22439,5,Y,Yes,13,3,4,80,3,21,1,3,22,1,6,8
57,No,Travel_Rarely,1475,Sales,1,5,Medical,1,413,2,Male,97,2,4,Sales Executive,1,Divorced,1652,15418,2,Y,No,22,3,4,80,1,29,0,1,22,7,6,11
59,No,Travel_Rarely,1411,Research & Development,9,5,Other,1,414,1,Female,81,3,2,Manager,2,Divorced,14968,6207,7,Y,Yes,18,3,4,80,2,10,4,1,13,2,1,1
39,No,Travel_Rarely,550,Sales,16,1,Life Sciences,1,415,1,Male,93,1,5,Manager,4,Single,2289,12699,6,Y,Yes,24,4,4,80,1,21,6,1,27,0,1,7
35,No,Non-Travel,786,Sales,10,3,Other,1,416,3,Male,51,3,2,Sales Representative,3,Married,14525,9593,0,Y,Yes,13,3,2,80,1,32,0,2,33,8,12,12
26,Yes,Travel_Rarely,749,Sales,18,4,Human Resources,1,417,4,Female,91,2,2,Sales Executive,3,Single,3818,10800,5,Y,Yes,21,3,4,80,3,27,6,4,35,9,1,6
41,No,Travel_Rarely,148,Research & Development,25,1,Life Sciences,1,418,2,Male,66,3,2,Healthcare Representative,3,Divorced,17311,3354,7,Y,No,20,3,4,80,0,0,1,1,7,8,1,12
57,No,Travel_Rarely,1176,Sales,8,3,Technical Degree,1,419,4,Female,44,2,4,Sales Executive,4,Married,6632,2493,8,Y,No,20,3,4,80,0,24,6,1,28,16,2,7
38,No,Non-Travel,904,Research & Development,26,4,Life Sciences,1,420,2,Female,53,2,1,Research Director,1,Married,4499,10802,2,Y,No,15,3,4,80,0,32,0,1,5,17,5,3
32,No,Travel_Rarely,621,Research & Development,26,4,Marketing,1,421,1,Female,87,1,1,Healthcare Representative,2,Single,7403,9607,5,Y,No,21,4,4,80,0,5,6,1,20,2,2,2
22,No,Travel_Rarely,882,Sales,27,3,Marketing,1,422,3,Male,85,4,4,Manager,2,Married,1024,26970,8,Y,Yes,14,3,3,80,2,16,2,3,3,5,9,9
34,No,Travel_Rarely,1130,Sales,3,5,Technical Degree,1,423,4,Male,81,1,2,Sales Executive,4,Single,4144,8633,5,Y,No,22,3,4,80,3,26,1,4,22,9,13,3
28,No,Travel_Rarely,122,Sales,9,4,Human Resources,1,424,2,Male,46,1,1,Manager,3,Divorced,12375,10295,4,Y,No,17,3,2,80,3,0,1,1,34,7,8,6
59,Yes,Travel_Frequently,1005,Research & Development,4,1,Marketing,1,425,4,Female,75,2,2,Research Scientist,3,Married,6721,24888,1,Y,No,18,3,3,80,3,29,0,4,33,8,10,9
40,No,Travel_Rarely,1306,Research & Development,4,2,Marketing,1,426,3,Male,96,1,2,Manager,4,Married,7729,23507,0,Y,No,19,3,4,80,3,34,5,4,29,13,14,0
23,No,Travel_Rarely,1117,Sales,2,5,Life Sciences,1,427,2,Male,33,4,1,Sales Representative,4,Divorced,16339,3509,6,Y,Yes,12,3,2,80,1,21,0,1,23,3,14,7
20,No,Travel_Rarely,968,Research & Development,13,1,Human Resources,1,428,3,Female,52,2,5,Laboratory Technician,2,Single,3359,4230,9,Y,No,16,3,4,80,3,18,3,2,25,15,10,5
54,No,Travel_Frequently,228,Sales,3,1,Medical,1,429,2,Male,35,1,1,Sales Representative,2,Single,8527,4459,6,Y,No,14,3,1,80,1,3,6,4,4,5,1,5
58,Yes,Travel_Rarely,1143,Research & Development,9,2,Marketing,1,430,1,Male,37,2,3,Research Scientist,1,Married,4543,13543,7,Y,Yes,25,3,3,80,2,29,2,3,29,6,12,16
50,No,Travel_Rarely,1151,Human Resources,29,5,Life Sciences,1,431,4,Male,100,1,2,Manager,1,Divorced,10178,16354,6,Y,No,17,3,1,80,0,38,5,1,27,4,12,16
23,No,Non-Travel,792,Research & Development,26,4,Medical,1,432,2,Male,47,3,2,Laboratory Technician,2,Single,7309,10847,3,Y,No,11,3,4,80,3,36,4,1,5,11,4,5
22,Yes,Travel_Rarely,916,Research & Development,28,1,Technical Degree,1,433,3,Male,42,2,1,Laboratory Technician,3,Divorced,1886,2417,5,Y,No,11,3,4,80,3,22,5,2,25,13,2,15
26,Yes,Travel_Frequently,966,Research & Development,2,2,Human Resources,1,434,3,Male,35,1,5,Research Director,4,Married,2342,7114,2,Y,No,24,3,1,80,2,1,6,4,15,11,2,4
50,No,Travel_Frequently,271,Sales,20,5,Medical,1,435,1,Female,99,4,5,Manager,2,Married,17195,17401,2,Y,No,13,3,1,80,0,11,0,4,20,9,4,6
50,No,Travel_Rarely,461,Sales,19,2,Technical Degree,1,436,3,Female,63,3,1,Sales Representative,3,Married,2089,11371,5,Y,No,11,3,3,80,1,10,2,2,33,5,11,16
54,No,Travel_Rarely,1209,Sales,4,3,Human Resources,1,437,2,Female,86,2,1,Sales Representative,4,Single,15873,5171,6,Y,No,14,3,4,80,2,0,2,3,13,13,15,1
22,No,Travel_Rarely,1463,Research & Development,27,3,Marketing,1,438,3,Female,47,3,5,Research Director,2,Single,18405,18314,9,Y,No,14,3,2,80,1,4,0,3,37,2,2,6
24,No,Travel_Frequently,479,Research & Development,12,4,Medical,1,439,2,Female,75,3,3,Healthcare Representative,1,Married,9855,17370,2,Y,Yes,12,3,4,80,2,23,0,2,17,5,6,14
56,No,Travel_Frequently,662,Research & Development,29,4,Life Sciences,1,440,4,Female,92,1,1,Manufacturing Director,4,Married,6936,14305,2,Y,No,25,3,2,80,1,4,0,3,21,12,13,16
57,No,Non-Travel,1381,Research & Development,4,5,Human Resources,1,441,1,Male,77,4,1,Manager,3,Married,15752,25510,1,Y,No,11,3,2,80,3,1,6,2,1,13,1,17
49,No,Travel_Rarely,328,Sales,19,1,Life Sciences,1,442,1,Male,66,2,3,Manager,1,Divorced,19662,23122,9,Y,No,21,3,2,80,0,38,6,3,5,5,15,15
22,Yes,Travel_Rarely,467,Research & Development,4,3,Medical,1,443,2,Female,44,1,3,Healthcare Representative,2,Single,3296,3084,7,Y,No,23,3,2,80,1,24,4,3,11,6,0,17
20,No,Travel_Rarely,180,Sales,28,4,Life Sciences,1,444,1,Female,46,3,4,Manager,2,Married,19323,24632,3,Y,No,20,3,2,80,0,33,5,3,40,6,4,8
20,No,Travel_Rarely,430,Sales,18,3,Other,1,445,1,Male,72,4,1,Manager,1,Married,18931,3329,9,Y,No,12,3,1,80,2,10,2,4,10,16,0,5
47,Yes,Travel_Rarely,991,Research & Development,3,4,Marketing,1,446,3,Male,62,3,2,Laboratory Technician,2,Single,3716,14096,7,Y,Yes,21,3,2,80,1,14,3,3,16,10,12,6
54,Yes,Travel_Frequently,588,Human Resources,7,4,Other,1,447,4,Male,33,2,2,Manager,4,Divorced,2048,24551,4,Y,Yes,15,3,2,80,1,25,6,3,35,2,6,2
45,No,Travel_Rarely,1476,Research & Development,11,2,Technical Degree,1,448,3,Male,43,2,3,Manager,3,Divorced,14586,26544,3,Y,No,17,3,1,80,0,28,1,4,13,3,6,2
29,No,Travel_Rarely,1348,Sales,1,1,Life Sciences,1,449,2,Female,60,3,2,Sales Executive,4,Single,2484,2656,5,Y,No,14,3,2,80,3,15,1,3,33,1,8,17
50,Yes,Travel_Rarely,1354,Research & Development,1,5,Medical,1,450,4,Male,42,1,2,Manager,4,Divorced,12418,3887,0,Y,No,22,3,1,80,0,37,3,2,4,4,4,3
20,No,Travel_Rarely,1117,Sales,27,5,Life Sciences,1,451,2,Female,69,4,5,Sales Executive,2,Single,2238,8103,1,Y,No,19,3,1,80,3,28,1,3,5,4,12,11
53,No,Non-Travel,1083,Research & Development,29,5,Life Sciences,1,452,1,Female,51,2,3,Research Director,1,Divorced,14125,8976,9,Y,No,13,3,3,80,3,9,4,4,0,8,6,4
56,No,Travel_Rarely,814,Research & Development,16,2,Marketing,1,453,4,Male,50,1,3,Manager,1,Divorced,5409,9053,2,Y,No,17,4,1,80,3,4,4,4,5,14,12,11
48,Yes,Travel_Rarely,1486,Sales,27,2,Medical,1,454,3,Female,37,1,1,Sales Executive,4,Single,2835,12472,1,Y,No,22,4,2,80,1,0,2,2,24,16,10,8
55,Yes,Travel_Rarely,235,Sales,20,2,Life Sciences,1,455,2,Female,65,3,1,Sales Representative,2,Married,2274,10034,8,Y,No,25,3,3,80,2,34,0,2,3,10,10,1
43,No,Travel_Rarely,1112,Sales,1,1,Marketing,1,456,3,Male,43,1,4,Manager,3,Divorced,4589,16606,9,Y,Yes,25,4,1,80,3,33,0,2,25,14,15,6
38,No,Travel_Rarely,298,Human Resources,21,1,Marketing,1,457,3,Male,74,4,5,Human Resources,2,Single,11278,23363,8,Y,Yes,13,3,3,80,0,19,3,1,24,12,8,13
31,No,Travel_Frequently,576,Research & Development,1,2,Human Resources,1,458,1,Female,96,4,3,Healthcare Representative,4,Married,2464,15690,1,Y,No,23,3,1,80,0,29,2,2,9,6,4,14
57,No,Non-Travel,459,Research & Development,24,5,Technical Degree,1,459,1,Male,94,1,1,Research Scientist,3,Married,16244,10360,8,Y,No,19,4,1,80,0,36,0,1,1,11,11,5
47,No,Travel_Rarely,942,Research & Development,11,2,Marketing,1,460,3,Male,77,1,3,Manager,4,Single,12482,16240,2,Y,No,22,3,1,80,3,6,4,2,6,5,11,5
26,No,Travel_Rarely,1202,Research & Development,5,3,Marketing,1,461,1,Male,87,4,2,Manager,2,Single,6655,17546,0,Y,No,16,3,4,80,0,40,6,1,5,5,7,13
59,No,Travel_Rarely,213,Sales,8,3,Life Sciences,1,462,3,Male,95,1,1,Manager,4,Single,19745,24416,9,Y,No,20,3,1,80,3,20,6,2,21,18,5,7
20,No,Travel_Rarely,943,Human Resources,20,2,Marketing,1,463,2,Female,78,2,1,Human Resources,3,Married,13515,25690,2,Y,Yes,14,3,1,80,3,17,0,3,38,17,14,1
43,No,Travel_Rarely,411,Sales,25,5,Technical Degree,1,464,1,Male,48,4,3,Manager,1,Married,13770,9007,6,Y,No,18,4,4,80,3,6,1,4,17,12,4,2
26,No,Travel_Rarely,209,Research & Development,17,1,Life Sciences,1,465,3,Female,65,1,3,Manufacturing Director,1,Married,4312,24964,0,Y,Yes,14,3,3,80,2,27,3,4,25,11,1,6
46,No,Travel_Rarely,685,Research & Development,5,5,Human Resources,1,466,2,Male,90,3,3,Manufacturing Director,2,Single,14507,22438,1,Y,No,16,3,3,80,2,24,6,3,12,13,10,4
35,No,Travel_Frequently,914,Research & Development,27,4,Technical Degree,1,467,2,Female,77,2,4,Manufacturing Director,1,Single,11628,5286,8,Y,Yes,17,3,1,80,2,1,4,3,3,14,1,2
36,No,Travel_Rarely,384,Human Resources,23,2,Other,1,468,1,Male,55,2,2,Manager,4,Married,19707,15991,5,Y,No,23,3,2,80,2,26,3,4,8,1,12,14
46,No,Travel_Rarely,646,Sales,12,4,Medical,1,469,3,Female,41,4,2,Sales Representative,1,Single,10086,5884,9,Y,No,20,3,3,80,3,5,6,3,19,6,13,8
50,No,Travel_Rarely,1434,Research & Development,17,3,Human Resources,1,470,4,Female,40,3,4,Manufacturing Director,3,Married,13885,14310,1,Y,No,20,4,3,80,1,11,4,1,35,1,11,12
34,No,Travel_Rarely,586,Research & Development,28,5,Marketing,1,471,3,Male,56,2,1,Research Scientist,3,Married,7487,3207,8,Y,No,15,3,3,80,3,25,6,4,10,10,3,0
60,No,Travel_Rarely,1493,Research & Development,11,1,Human Resources,1,472,1,Female,87,4,1,Healthcare Representative,3,Married,1772,9551,8,Y,No,17,4,1,80,1,32,6,3,40,5,15,7
39,Yes,Travel_Frequently,1268,Sales,1,1,Technical Degree,1,473,4,Male,69,3,5,Sales Executive,3,Married,3438,16740,9,Y,No,18,3,4,80,0,5,6,3,26,6,1,8
24,No,Travel_Rarely,620,Sales,5,3,Technical Degree,1,474,1,Female,34,1,2,Sales Executive,4,Divorced,17474,9667,0,Y,No,22,3,3,80,3,19,3,1,14,15,1,10
18,No,Travel_Rarely,908,Sales,18,5,Medical,1,475,2,Female,95,2,1,Sales Representative,4,Single,15026,2344,1,Y,Yes,13,3,1,80,2,11,2,2,25,3,4,17
26,No,Travel_Rarely,1093,Sales,29,1,Human Resources,1,476,1,Male,58,1,4,Sales Representative,4,Divorced,7934,11769,5,Y,Yes,11,3,4,80,0,28,0,2,28,17,8,8
47,No,Travel_Rarely,751,Research & Development,22,4,Medical,1,477,4,Male,57,3,3,Research Director,2,Single,14261,15572,1,Y,Yes,18,4,2,80,0,33,5,4,28,7,11,8
41,No,Travel_Rarely,672,Research & Development,18,5,Life Sciences,1,478,1,Male,88,4,1,Healthcare Representative,3,Single,1091,21109,0,Y,Yes,23,3,1,80,0,26,1,2,35,3,4,16
32,No,Travel_Rarely,562,Research & Development,10,3,Marketing,1,479,3,Female,56,1,5,Research Scientist,1,Married,1715,5492,8,Y,No,22,3,4,80,2,32,0,2,27,2,14,7
38,No,Travel_Rarely,297,Research & Development,13,5,Human Resources,1,480,1,Female,73,4,2,Laboratory Technician,4,Single,10641,13967,6,Y,No,23,4,1,80,3,18,5,3,1,13,13,7
54,No,Travel_Rarely,136,Research & Development,2,4,Human Resources,1,481,1,Male,95,4,4,Research Director,1,Married,12877,7044,8,Y,No,16,3,1,80,1,24,2,1,15,17,3,2
42,No,Travel_Frequently,573,Sales,11,2,Human Resources,1,482,3,Male,66,4,4,Manager,1,Divorced,18803,5925,9,Y,No,14,3,3,80,0,12,3,3,37,16,0,12
20,No,Travel_Frequently,1214,Research & Development,19,5,Technical Degree,1,483,4,Male,73,3,5,Research Director,4,Divorced,15435,5131,1,Y,No,20,3,2,80,3,40,5,1,8,3,11,0
20,No,Travel_Rarely,428,Research & Development,27,4,Human Resources,1,484,1,Male,55,2,4,Manufacturing Director,4,Married,5895,21019,8,Y,Yes,11,3,1,80,2,8,2,1,20,16,2,3
38,No,Travel_Rarely,353,Sales,27,1,Marketing,1,485,1,Male,93,1,4,Sales Representative,1,Divorced,16489,24995,0,Y,No,24,3,1,80,2,37,5,2,20,4,4,7
35,No,Travel_Rarely,560,Research & Development,24,3,Marketing,1,486,2,Male,35,4,1,Healthcare Representative,4,Married,10343,18616,3,Y,No,21,3,1,80,0,30,4,1,22,8,12,7
54,No,Travel_Rarely,939,Research & Development,1,4,Medical,1,487,4,Female,49,2,5,Manufacturing Director,1,Single,16696,11516,2,Y,No,18,3,4,80,2,40,3,1,35,0,3,0
43,Yes,Travel_Rarely,402,Sales,24,5,Other,1,488,1,Male,100,2,1,Manager,1,Divorced,4309,25735,2,Y,Yes,13,3,3,80,1,26,1,2,22,4,5,9
50,No,Travel_Rarely,410,Research & Development,7,4,Medical,1,489,1,Female,64,3,2,Manager,4,Single,1507,14476,7,Y,No,14,3,4,80,0,14,5,3,0,6,14,17
43,No,Travel_Rarely,259,Research & Development,18,3,Medical,1,490,2,Male,42,3,3,Laboratory Technician,1,Single,2104,15279,1,Y,No,25,3,3,80,1,11,1,1,9,18,10,1
32,No,Travel_Rarely,566,Research & Development,28,2,Marketing,1,491,2,Male,59,4,2,Laboratory Technician,1,Single,19826,17897,8,Y,No,11,3,3,80,0,7,4,2,25,5,9,8
46,No,Travel_Rarely,405,Research & Development,26,1,Technical Degree,1,492,1,Female,48,4,3,Manager,4,Married,2538,18393,8,Y,Yes,11,3,1,80,1,39,5,3,32,5,15,10
44,No,Travel_Frequently,1264,Research & Development,20,1,Medical,1,493,3,Male,67,4,1,Laboratory Technician,3,Married,18848,14351,6,Y,Yes,16,3,4,80,3,4,0,4,26,5,12,5
48,No,Travel_Rarely,1368,Research & Development,9,4,Marketing,1,494,3,Male,46,1,3,Manufacturing Director,3,Single,14815,14032,0,Y,No,14,3,4,80,3,33,2,3,30,4,7,10
26,No,Travel_Rarely,619,Research & Development,16,5,Medical,1,495,1,Female,58,1,2,Laboratory Technician,4,Married,3782,10012,5,Y,No,21,3,3,80,2,28,4,3,9,10,10,6
45,Yes,Travel_Rarely,221,Research & Development,21,1,Technical Degree,1,496,3,Female,94,1,4,Research Director,1,Married,17418,19049,6,Y,Yes,11,3,1,80,3,5,1,4,3,3,8,2
30,Yes,Travel_Frequently,224,Research & Development,15,4,Other,1,497,1,Female,35,3,3,Laboratory Technician,4,Divorced,3747,18839,3,Y,No,22,3,4,80,3,37,0,1,38,5,5,15
51,Yes,Travel_Frequently,556,Research & Development,12,3,Other,1,498,3,Male,84,3,4,Research Director,2,Single,3730,12955,3,Y,No,22,4,2,80,0,6,2,4,23,10,15,17
52,No,Travel_Rarely,749,Research & Development,12,1,Life Sciences,1,499,2,Male,35,4,1,Healthcare Representative,3,Single,11938,19829,4,Y,No,14,3,1,80,1,6,3,2,30,14,9,6
44,No,Travel_Rarely,840,Research & Development,18,2,Marketing,1,500,1,Male,62,4,5,Manager,2,Married,6484,5527,9,Y,No,19,4,3,80,1,22,6,2,39,2,11,1
58,No,Travel_Rarely,527,Research & Development,2,2,Technical Degree,1,501,1,Female,77,4,2,Healthcare Representative,2,Single,6532,12460,0,Y,No,21,4,4,80,2,4,5,3,7,6,6,2
41,No,Travel_Rarely,597,Research & Development,29,4,Medical,1,502,4,Female,97,1,2,Research Scientist,2,Married,4712,26668,5,Y,No,23,3,3,80,3,4,1,4,35,10,3,16
19,Yes,Travel_Rarely,498,Human Resources,3,2,Life Sciences,1,503,3,Male,47,3,3,Human Resources,3,Married,12549,20366,3,Y,No,21,4,1,80,3,25,1,4,15,17,1,15
44,Yes,Travel_Rarely,825,Research & Development,29,5,Medical,1,504,3,Female,33,4,1,Laboratory Technician,4,Divorced,1519,20035,5,Y,Yes,25,3,3,80,0,39,1,4,25,17,12,8
